,ID,City,Restaurant,Average Cost for two,Aggregate rating,Votes,Cuisine,Address,Price Range
1138,53659,Kolkata,Pour House,2400.0,2.9,80,"Indian,Italian,Chinese,Continental","Near Pantaloons Sec V, Bidhannagar, Kolkata",3
1139,53710,Chennai,Chef Express,500.0,4.0,100,Italian,"T Nagar, Chennai, Chennai",1
1140,53815,Chennai,Zam Zam Biriyani & Fast Food,500.0,3.8,20,"Biryani,Fast Food","Choolaimedu, Choolaimedu, Chennai",1
1141,53884,Chennai,Wraps & Rolls,300.0,4.1,50,"Street Food,Fast Food,Pizzas,Italian,Desserts","Kilpauk, Kilpauk, Chennai",1
1142,53934,Chennai,Ibaco,1600.0,4.7,50,"Ice Cream,Desserts","Purasaiwalkam, Purasaiwakkam, Chennai",2
1143,53985,Ahmedabad,Zaika Darbar,700.0,3.9,50,"Indian,Chinese","Serkhej, Juhapura, Ahmedabad",1
1144,54309,Ahmedabad,Ristretto Behind The Rods,1400.0,4.0,50,"Continental,Pizzas,Chinese,North Indian,Desserts,Punjabi,Indian,Healthy Food,Pastas,Beverages","Navrangpura, Navrangpura, Ahmedabad",2
1145,54314,Kolkata,The Salt House,2400.0,4.5,50,"Continental,Italian","Near Fbb India'S Fashion Hub, Elgin, Kolkata",3
1146,54326,Kolkata,Eat & Treat,500.0,3.3,100,Continental,"Near Kumar Ashutosh Institution(Main), Dumdum, Kolkata",1
1147,54378,Pune,Hotel Ashirwad,400.0,4.1,20,"Maharashtrian,North Indian","Sadashiv Peth, Sadashiv Peth, Pune",1
1148,54424,Mumbai,Nothing But Chicken,800.0,4.4,500,"Salads,Raw meats","Sion-Trombay Road, Chembur, Mumbai",1
1149,54488,Mumbai,Indigo Burger Project,700.0,4.4,100,American,"Sakinaka, Andheri East, Mumbai",1
1150,54585,Kolkata,Brother'S Snack,400.0,2.9,80,"Indian,Chinese,Fast Food","New Market Area, Taltala, Kolkata",1
1151,54605,Hyderabad,Lucky'S Biryani House,800.0,4.0,100,"Biryani,Chinese","Tilak Nagare X Road, New Nallakunta, Hyderabad",1
1152,54668,Chennai,Cool Biz,200.0,4.0,100,"Beverages,Juices","Parrys, George Town, Chennai",1
1153,54698,Bangalore,Sri Maruthi Miltry Hotel,500.0,3.8,500,"Biryani,South Indian,Combo","Rajajinagar, Rajajinagar, Bangalore",1
1154,54728,Mumbai,The Serial Griller - Burgers Plus,900.0,3.9,20,American,"Khar, Bandra West, Mumbai",1
1155,54735,Chennai,Saleem Biryani,600.0,3.6,50,"Biryani,Chinese,North Indian","Dr.Alagappa Road, Kilpauk, Chennai",1
1156,54801,Chennai,Broken Bridge Cafe,2200.0,4.5,50,"Indian,Continental","Alwarpet, Raja Annamalai Puram, Chennai",3
1157,54824,Kolkata,French Loaf,800.0,4.6,100,Fast Food,"Vasundhara Building  Sarat Bose Road, Bhowanipore, Kolkata",1
1158,54889,Pune,Baba Biryani,500.0,3.5,50,"Biryani,Indian,Chinese","Yerwada, Vishrantwadi, Pune",1
1159,54917,Mumbai,All Elements,1600.0,4.4,20,Pizzas  Pastas  Italian  Snacks  Continental  Desserts  American  Salads,"Khar, Bandra Area, Mumbai",2
1160,54972,Chennai,Hotel Kalyana Bhavan,500.0,2.9,80,Biryani,"Parrys Corner, George Town, Chennai",1
1161,54973,Chennai,Sathyam Cinemas,500.0,4.4,500,"Fast Food,Snacks,Desserts,Beverages","Sathyam Cinemas, Royapettah, Chennai",1
1162,55080,Ahmedabad,The Mad House Cafe,700.0,4.4,20,"Fast Food,Indian","Gulbai Tekra, Gulbai Tekra, Ahmedabad",1
1163,55192,Kolkata,Kareem'S - Park Street,2200.0,4.3,500,"Biryani,North Indian,Mughlai","Near Hotel Heera International, Taltala, Kolkata",3
1164,55195,Hyderabad,Nrs Hotel Sanman,300.0,4.1,1000,"South Indian,North Indian","Tarnaka Cross Road, Tarnaka, Hyderabad",1
1165,55334,Chennai,The Summer House Eatery,2000.0,4.3,50,"Italian,Continental,French,Japanese,Korean,Thai","Alwarpet, Teynampet, Chennai",3
1166,55369,Pune,Boteco - Restaurante Brasileiro,1600.0,4.3,50,"South American,Fast Food","Koregaon Park, Koregaon Park, Pune",2
1167,55531,Bangalore,Andhra Ruchulu,1000.0,4.2,100,"Andhra,Chettinad,Chinese,Desserts,North Indian,Seafood","3Rd Block, Jayanagar, Bangalore",2
1168,55625,Kolkata,The Chaiwala,700.0,4.3,50,American  Continental  Italian  Pastas  Snacks  Desserts  Beverages,"Lake Terrace Road Opposite Of Lake School For Girls, Golpark, Kolkata",1
1169,55702,Hyderabad,Al Arabian Shawarma,300.0,4.2,50,Arabian,"Nampally Station Road, New Mallepally, Hyderabad",1
1170,55746,Chennai,The Cake World,500.0,2.9,80,"Bakery,Desserts","Purasawalkam, Purasaiwakkam, Chennai",1
1171,55795,Delhi,Chili'S American Grill & Bar,1800.0,4.2,100,"American,Salads,Mexican,Italian,Steakhouse","Pacific Mall Tagore Garden, Tilak Nagar, Delhi",2
1172,55875,Hyderabad,Hotel Azizia,600.0,3.9,50,"North Indian,Biryani,Chinese","Nampally, Lakdikapul, Hyderabad",1
1173,56066,Mumbai,Sanjay Restaurant,900.0,4.0,20,Indian,"Chembur, Chembur, Mumbai",1
1174,56118,Pune,Kollage Food Court,600.0,4.4,20,"North Indian,Punjabi,Indian,Continental","Law College Road, Erandwane, Pune",1
1175,56130,Chennai,Shri Balaajee Bhavan,500.0,4.5,1000,"South Indian,North Indian","Anna Nagar, Annanagar East, Chennai",1
1176,56233,Bangalore,Khawa Karpo,356.0,4.6,100,Chinese,"Koramangala, Koramangala, Bangalore",1
1177,56268,Hyderabad,The Belgian Waffle Co.,400.0,4.5,100,Desserts  Beverages,"Next Galleria Mall, Punjagutta, Hyderabad",1
1178,56491,Mumbai,Sangeeta'S Kitchen,1000.0,3.8,50,Indian,"Chakala, Andheri East, Mumbai",2
1179,56497,Bangalore,Maravanthe,1600.0,4.3,100,Seafood,"Indiranagar, Indiranagar, Bangalore",2
1180,56553,Kolkata,Kolkata Kitchen,600.0,4.2,20,"Indian,Chinese","Hazra, Kalighat, Kolkata",1
1181,56627,Chennai,Chaicup,400.0,4.3,100,"Beverages,Snacks,Bakery","Briklyn Road, Purasaiwakkam, Chennai",1
1182,56722,Kolkata,Sly Fox Gastro Club,2400.0,4.2,50,"Continental,Chinese,Indian,Italian,European","Globsyn Crystal Sector 5, Bidhannagar, Kolkata",3
1183,56756,Pune,Big Ms,800.0,2.9,80,"American,Cafe,Fast Food,Beverages,Italian,Mexican","Aundh, Aundh, Pune",1
1184,56972,Kolkata,Alishan Biryani,400.0,4.0,50,Biryani,"Near Laxmi Stores, Entally, Kolkata",1
1185,57004,Chennai,Kings Kitchen,498.0,2.9,80,"Chinese,Kebabs,North Indian","Annanagar, Anna Nagar, Chennai",1
1186,57048,Chennai,Chicking,700.0,4.3,500,"Fast Food,Continental","Nungambakkam, Nungambakkam, Chennai",1
1187,57113,Chennai,Atho Grillz - G A Road,700.0,4.0,100,"Burmese,Indian,Chinese,Arabian","Old Washermanpet, Washermanpet, Chennai",1
1188,57224,Mumbai,Grandmama'S Cafe,1800.0,4.2,100,"American,Italian,Continental,Indian","Chembur, Chembur, Mumbai",2
1189,57231,Mumbai,Blue Tokai Coffee Roasters,1600.0,4.8,100,"Healthy Food,American,Lebanese,Mediterranean,European,Juices,Middle Eastern","Bandra Area, Bandra Area, Mumbai",2
1190,57426,Kolkata,Mavericks Cafe,900.0,4.0,100,"Italian,Chinese,Indian","Opposite Icy Fusion, Bhowanipore, Kolkata",1
1191,57428,Bangalore,Happy Hours,600.0,2.9,80,"Desserts,Beverages","Old Bridge Road, Seshadripuram, Bangalore",1
1192,57566,Kolkata,Coffee World,800.0,4.2,20,Desserts,"Oppo Nazrul Manch, Golpark, Kolkata",1
1193,57673,Chennai,Lite Tiffin,600.0,4.1,20,South Indian,"Kilpauk, Purasaiwakkam, Chennai",1
1194,57856,Chennai,Superstar Pizza,1000.0,4.2,20,"Pizzas,Fast Food","Anna Nagar, Anna Nagar, Chennai",2
1195,57868,Chennai,Viswanathan Chettinadu Hotel,400.0,4.1,100,South Indian,"Mylapore, Mylapore, Chennai",1
1196,57903,Hyderabad,Capital Multi Cuisine Restaurant,1000.0,3.8,5000,"Haleem,Arabian,Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai","Mumbai Hwy, New Malakpet, Hyderabad",2
1197,58049,Chennai,Perambur Sri Srinivasa Sweets And Snacks,600.0,4.3,1000,"South Indian,North Indian","Opposite Perambur Railway Station, Chennai, Chennai",1
1198,58070,Hyderabad,Sofrehh Persian Bistro,800.0,4.1,50,Fast Food  Middle Eastern  Cafe,"Road Number 36, Film Nagar, Hyderabad",1
1199,58088,Ahmedabad,Timpani Radisson Blu,1200.0,2.9,80,"North Indian,Chinese","Radisson Blu Ambavadi, Ellisbridge, Ahmedabad",2
1200,58090,Kolkata,Cakes  Phoolbagan,400.0,4.4,100,Bakery  Desserts,"Beside Ghosh Brothers Sweet, Beleghata, Kolkata",1
1201,58119,Pune,L'Apicio,1600.0,4.2,50,"European,Mediterranean,Continental,Desserts","Aundh, Aundh, Pune",2
1202,58120,Pune,Mothers Meal,600.0,3.8,20,"Chinese,Maharashtrian,North Indian","Pashan, Pashan, Pune",1
1203,58195,Bangalore,Amadora Gourmet Ice Cream & Sorbet,900.0,4.5,20,Desserts,"Ub City, Ashok Nagar, Bangalore",1
1204,58197,Bangalore,Shanti Sagar,400.0,4.3,1000,South Indian,"Ulsoor, Sivanchetti Gardens, Bangalore",1
1205,58289,Hyderabad,Baguette Salads,400.0,3.8,100,"Healthy Food,North Indian,Beverages","Rd No:3, Punjagutta, Hyderabad",1
1206,58568,Bangalore,Sweet Chariot,100.0,2.9,80,Desserts,"Brigade Road, Ashok Nagar, Bangalore",1
1207,58607,Mumbai,Bharat Cafe,1200.0,4.0,100,"Indian,Chinese,Beverages","Ghatkopar West, Ghatkopar West, Mumbai",2
1208,58632,Chennai,New Loyola Fast Foods,500.0,4.2,100,"Chinese,Biryani","Nelson Manickam, Choolaimedu, Chennai",1
1209,58818,Ahmedabad,Test Of Spice,400.0,4.1,100,"North Indian,Fast Food,South Indian","Chandkheda, Motera, Ahmedabad",1
1210,58858,Chennai,Madras Pizza,400.0,4.1,100,"Pizzas,Juices,Beverages","Sundaram Pillai, Kodungaiyur, Chennai",1
1211,58955,Mumbai,Koliwada Chicken & Fish Fry Corner,600.0,3.4,100,"Indian,Chinese","Sion, Sion, Mumbai",1
1212,58990,Mumbai,Blend N Brew,1600.0,4.3,50,"Indian,Chinese,North Indian,Tandoor,Biryani,Kebabs,Punjabi","Chembur, Chembur, Mumbai",2
1213,59008,Pune,Turkish Delight,700.0,4.3,20,"Arabian,Turkish","The Pavillion Senapati Bapat Road, Shivajinagar, Pune",1
1214,59141,Bangalore,Wow! Momo,500.0,4.3,20,"Tibetan,Fast Food,Healthy Food,Asian,Chinese,Snacks,Continental,Desserts,Beverages","Garuda Mall Wow! Momo, Ashok Nagar, Bangalore",1
1215,59439,Ahmedabad,Vadilal Scoop Shop,600.0,4.4,20,"Ice Cream,Desserts","Ellis Bridge, Paldi, Ahmedabad",1
1216,59550,Chennai,The Grand Sweets And Snacks - Amirtham Restaurant,400.0,4.7,100,"Sweets,Snacks","Gopalapuram, Gopalapuram, Chennai",1
1217,59555,Chennai,The Grand Sweets And Snacks - Amirtham Restaurant,800.0,4.7,500,"Sweets,Snacks","T Nagar, T. Nagar, Chennai",1
1218,59662,Ahmedabad,Silver Leaf,1200.0,2.9,80,"Indian,Continental","Acropolis Mall Thaltej, Thaltej, Ahmedabad",2
1219,59771,Mumbai,Bombay Kitchen,700.0,2.9,80,Indian  Chinese  Pizzas  Pastas  Snacks  Biryani  Continental  Beverages  Desserts,"Chakala, Andheri East, Mumbai",1
1220,59810,Kolkata,Mamasan,1800.0,4.1,20,Oriental,"Lake View Road, Santoshpur, Kolkata",2
1221,59815,Kolkata,Urmila,600.0,2.9,80,"Indian,Chinese,Tandoor,Mughlai","Near Rotary Narayan Eye Hospital, Bidhannagar, Kolkata",1
1222,59864,Chennai,Palm Jumeira,800.0,3.9,500,"Indian,Chinese,Arabian,Biryani,Beverages,Desserts","Royapettah, Thousand Lights, Chennai",1
1223,59971,Chennai,Kebabery,800.0,4.3,100,"Afghani,Biryani","Anna Nagar, Anna Nagar, Chennai",1
1224,60071,Hyderabad,Karachi Bakery,800.0,4.2,100,"Bakery,Pizzas,Fast Food,Chinese,Italian,American,Sweets,Desserts,Beverages","Saleem Nagar, Old Malakpet, Hyderabad",1
1225,60074,Mumbai,Oriental Combo Box,600.0,4.2,20,Chinese,"Santacruz East, Santacruz East, Mumbai",1
1226,60104,Mumbai,Tip Top Kabab Corner,300.0,4.3,20,Indian,"Santacruz East, Kalina, Mumbai",1
1227,60152,Delhi,Chinese Fiesta (Since 1998),300.0,3.6,20,"Chinese,Continental,Snacks,Beverages,Italian,Desserts","Pitampura, Sector 8 Rohini, Delhi",1
1228,60214,Hyderabad,Tower Bavarchi Multi Cuisine Restaurant,600.0,3.2,100,"North Indian,Chinese,Biryani","Dilsukhnagar Main Rd, New Malakpet, Hyderabad",1
1229,60303,Kolkata,The Burping Panda,700.0,4.1,100,"Chinese,North Indian","Park Street, Beniapukur, Kolkata",1
1230,60323,Ahmedabad,Brothers Brand,1100.0,4.2,100,"Indian,Chinese,Continental,North Indian,Biryani,Punjabi,Thalis,Tandoor,Combo,Pastas,Snacks,Beverages,Street Food","Vastrapur, Vastrapur, Ahmedabad",2
1231,60347,Chennai,27 Culinary Street,600.0,2.9,80,"North Indian,South Indian,Chinese,Indian,Mongolian,Continental","Mylapore, Mylapore, Chennai",1
1232,60357,Delhi,Momos Corner,600.0,4.2,500,"Chinese,Pan-Asian","Jail Road, Subhash Nagar Petrol Pump, Delhi",1
1233,60471,Delhi,Rolls Mania,400.0,3.6,20,Beverages,"Main Najafgarh Road, Uttam Nagar, Delhi",1
1234,60555,Kolkata,Haze,1600.0,2.9,80,"Italian,Continental","Near Ushanath Sen Square Park, Ballygunge, Kolkata",2
1235,60731,Mumbai,Nayak'S Restaurant,1100.0,3.9,20,Indian  Chinese,"Chakala, Andheri East, Mumbai",2
1236,60794,Pune,Green Food,600.0,4.3,1000,"North Indian,South Indian,Chinese","Kothrud, Kothrud, Pune",1
1237,61000,Chennai,Truffle Delight,400.0,3.9,100,"Bakery,Desserts,Beverages,Snacks,Juices,Pizzas","Alwarpet, Teynampet, Chennai",1
1238,61005,Kolkata,Hesel Food Court,600.0,4.1,50,"Chinese,Indian","Near Punjab National Bank Atm, Dumdum, Kolkata",1
1239,61028,Delhi,Papajii & Sons (Punjabi Bagh),500.0,3.8,50,"Indian,Chinese,Mughlai","Club Road Market, Ramesh Nagar, Delhi",1
1240,61115,Mumbai,Copper Chimney,1600.0,4.2,50,"North Indian,Indian,Biryani,Punjabi,Kebabs,Grill,Mughlai,Desserts","Bandra Area, Bandra Area, Mumbai",2
1241,61128,Mumbai,Hotel Sunny,1400.0,4.4,100,"Indian,Thalis","Chembur, Kurla, Mumbai",2
1242,61196,Pune,Biryani Kebabs & Co,500.0,2.9,80,"Biryani,Lebanese,Kebabs","Sahkarnagar, Bibwewadi, Pune",1
1243,61238,Delhi,For God'S Cake,600.0,3.9,100,"Bakery,Desserts,Beverages,Pizzas,Pastas,Snacks,Fast Food,American","Paschim Vihar, Paschim Vihar, Delhi",1
1244,61290,Delhi,Papaji & Sons,500.0,2.9,80,"Mughlai,Chinese,Continental,Indian,Italian","Paschim Vihar, Ramesh Nagar, Delhi",1
1245,61315,Hyderabad,Chai Point,300.0,4.2,500,"Bakery,Combo,Beverages,Maharashtrian,Snacks,Street Food,South Indian,Punjabi,Fast Food","Gvk Mall, Banjara Hills, Hyderabad",1
1246,61561,Chennai,Fnp Cakes 'N' More,400.0,3.7,50,Desserts,"Ashok Nagar, West Mambalam, Chennai",1
1247,61597,Bangalore,Sagar Restaurant,1000.0,4.3,100,"Chinese,South Indian,North Indian","Majestic, Seshadripuram, Bangalore",2
1248,61607,Kolkata,Purple Haze,600.0,4.0,100,"Chinese,Italian,Fast Food,Desserts,Beverages","Near Park Circus Primary School, Ballygunge, Kolkata",1
1249,61790,Bangalore,Sardarji Londonwaley,700.0,4.0,500,"Indian,North Indian,Punjabi,Chinese,Biryani","Koramangala, Koramangala, Bangalore",1
1250,61834,Ahmedabad,Just Live Restaurant,900.0,4.4,20,"North Indian,Chinese,Continental,Mexican","Navrangpura, Navrangpura, Ahmedabad",1
1251,61910,Chennai,Hotel Khaja Empire,600.0,4.0,20,"Chinese,North Indian","Purasawakam, Poongavanapuram, Chennai",1
1252,61931,Hyderabad,Al Yousufain Fast Food,600.0,4.1,50,"Indian,Fast Food","Nampally, Lakdikapul, Hyderabad",1
1253,62231,Pune,Vrudheshwar Pure Veg,600.0,4.3,20,North Indian,"Shivaji Nagar, Shivajinagar, Pune",1
1254,62267,Pune,Biryani Express 100% Home Made,400.0,3.9,50,Biryani,"Nanasaheb Sutar Path, Kothrud, Pune",1
1255,62408,Pune,Jayesh A1 Sandwiches,400.0,4.2,500,Fast Food,"Karve Nagar, Kothrud, Pune",1
1256,62456,Hyderabad,Bakers 'Q',600.0,4.0,100,Bakery,"Shivam Road, Amberpet, Hyderabad",1
1257,62482,Ahmedabad,Raju Omlet,500.0,4.1,20,Indian,"Sola, Navrangpura, Ahmedabad",1
1258,62509,Hyderabad,Ohri'S Cake Nation,1200.0,4.1,100,Desserts  Bakery,"Road No.12, Banjara Hills, Hyderabad",2
1259,62557,Pune,Tgi Fridays,2000.0,2.9,80,"American,Mexican","The Pavilllion, Shivajinagar, Pune",3
1260,62679,Chennai,Ambur Star Briyani,1000.0,4.3,1000,Biryani,"Near Tower Park, Anna Nagar, Chennai",2
1261,62695,Mumbai,Hrezzo,2000.0,4.3,20,"Continental,Indian,Chinese","Ghatkopar West, Ghatkopar West, Mumbai",3
1262,62758,Bangalore,Chefmaster,600.0,4.1,100,"South Indian,Kerala,Seafood","Jayanagar, Jayanagar, Bangalore",1
1263,62836,Mumbai,Js Burger,500.0,3.2,20,"American,Pizzas,Fast Food,Biryani,Snacks,Combo","Govandi, Govandi East, Mumbai",1
1264,62876,Delhi,Lunchbox,400.0,4.1,100,"North Indian,Punjabi,Combo,Biryani,Healthy Food,Jain,Thalis,Indian,Mughlai,Desserts","Sector 8, Rohini, Delhi",1
1265,62894,Mumbai,Lunchbox - Meals And Thalis,400.0,4.2,100,"North Indian,Punjabi,Combo,Biryani,Healthy Food,Jain,Thalis,Indian,Mughlai,Desserts","Kalina, Santacruz East, Mumbai",1
1266,62934,Pune,Lunchbox,400.0,4.1,100,"North Indian,Punjabi,Combo,Biryani,Healthy Food,Jain,Thalis,Indian,Mughlai,Desserts","Shaniwar Peth, Narayan Peth, Pune",1
1267,62979,Ahmedabad,Lunchbox,400.0,4.0,100,"North Indian,Punjabi,Combo,Biryani,Healthy Food,Jain,Thalis,Indian,Mughlai,Desserts","Panchvati Ellis Bridge, Ellisbridge, Ahmedabad",1
1268,63042,Mumbai,Toast & Tonic,1800.0,2.9,80,"European,Continental","Bandra Area, Bandra Area, Mumbai",2
1269,63048,Bangalore,Sharief Bhai,800.0,4.1,1000,"Biryani,North Indian,Kebabs,Mughlai,Grill,Fast Food,Beverages,Combo,Sweets,Desserts","M.M Road, Pulikeshi Nagar, Bangalore",1
1270,63049,Pune,Tvum,2000.0,2.9,80,North Indian,"Kalyani Nagar, Koregaon Park, Pune",3
1271,63156,Chennai,Meat And Eat,800.0,4.2,100,Fast Food,"Perambur, Vyasarpadi, Chennai",1
1272,63617,Kolkata,Scone (Multicuisine Unit),600.0,4.4,50,"Indian,Chinese","Bj Market Complex, Salt Lake City, Kolkata",1
1273,63673,Pune,Wicked China,800.0,4.2,20,"Chinese,Oriental,Asian,Pan-Asian,Thai,Seafood,Fast Food","Koregaon Park Road, Koregaon Park, Pune",1
1274,63705,Chennai,Hotel Hollywood,1000.0,4.3,100,"North Indian,Biryani,Seafood,South Indian","Kodambakkam, Kodambakkam, Chennai",2
1275,63891,Hyderabad,Down Town House,500.0,2.6,20,Ice Cream  Beverages  Fast Food,"Amderpet, Amberpet, Hyderabad",1
1276,63957,Bangalore,Madeena Hotel,500.0,4.1,1000,"Biryani,Mughlai,Indian,Beverages","5Th Block Kormangala, Koramangala, Bangalore",1
1277,63960,Mumbai,Leo 89 - Chembur (Indian Chinese),800.0,4.2,100,"Indian,Chinese","Kurla, Ghatkopar East, Mumbai",1
1278,64234,Mumbai,Liplick Pizzeria,400.0,3.9,50,"Pizzas,Italian","Poster Colony, Chembur, Mumbai",1
1279,64592,Mumbai,Gd'S Fast Food,900.0,4.3,100,"North Indian,Chinese","Kurla, Kurla, Mumbai",1
1280,64595,Hyderabad,The Bhimavaram Boys,600.0,3.7,500,South Indian,"Old Mla Quaaters Rd, Narayanguda, Hyderabad",1
1281,64640,Ahmedabad,Grill N Rice Restaurant,400.0,3.6,20,"Indian,Chinese","Laldarawaja, Ahmedabad, Ahmedabad",1
1282,64758,Ahmedabad,Simran,1300.0,4.0,500,"Indian,Chinese","Bhadra, Khanpur, Ahmedabad",2
1283,64772,Ahmedabad,Hotel Zk,1400.0,3.8,100,"Indian,Chinese","Relief Road, Lal Darwaja, Ahmedabad",2
1284,64776,Ahmedabad,Alif Sandburg,600.0,2.9,80,Snacks,"Shahpur, Laldarwaja, Ahmedabad",1
1285,64883,Mumbai,Hotel Sadichha,1100.0,4.2,50,North Indian  Chinese,"Santacruz East, Santacruz East, Mumbai",2
1286,64956,Pune,Mahesh Lunch Home,1800.0,4.2,100,"Seafood,Indian,Chinese","Camp Area, Camp, Pune",2
1287,64972,Hyderabad,24/7 Gallery Cafe - Hyatt Place Hyderabad,3000.0,2.9,80,"Italian,Indian,Continental","Hyatt Place Road No 1 Banjara Hills, Banjara Hills, Hyderabad",3
1288,64979,Pune,Cafe Taiba,500.0,3.9,500,"Indian,Mughlai,Chinese,Biryani","Camp, Modi Colony, Pune",1
1289,65004,Surat,Sugar N Spice - Non Veg,700.0,4.1,100,"Indian,Punjabi,Chinese,Mughlai,Biryani,Tandoor,Pizzas,Thalis","Ring Road, Sagrampura, Surat",1
1290,65006,Pune,Best Belgian Waffle,500.0,4.2,100,"Desserts,Bakery,Beverages","Erandwane, Erandwane, Pune",1
1291,65028,Surat,Subway,700.0,4.2,100,"Fast Food,Healthy Food,Salads,Snacks,Desserts,Beverages","Ghod Dod Road, Athwa, Surat",1
1292,65033,Kolkata,Chandigarh Hotel,600.0,4.1,500,Indian,"Near Kolkata Shastro Police, Cossipore, Kolkata",1
1293,65039,Ahmedabad,Paramount Restaurant,1500.0,4.1,100,"Indian,Chinese,Continental,Desserts,Beverages","Bhadra, Bhadra, Ahmedabad",2
1294,65046,Ahmedabad,Food Inn,1400.0,4.5,100,North Indian,"Lal Darwaja, Lal Darwaja, Ahmedabad",2
1295,65075,Bangalore,Homely,400.0,4.3,1000,"Home Food,North Indian,South Indian,Beverages,Chettinad,Combo,Desserts,Hyderabadi,Indian,Lucknowi,Maharashtrian,Mangalorean,Punjabi,Rajasthani,Snacks,Sweets,Thalis","80Ft. Road, Koramangala, Bangalore",1
1296,65178,Kolkata,Bijoli Grill Foods Corner,600.0,4.0,500,"Indian,Fast Food,Chinese,Tandoor,Snacks,Biryani","Sadananda Road, Kalighat, Kolkata",1
1297,65181,Kolkata,Hungry Monkzzz,500.0,4.0,20,"Chinese,Tibetan","Beside Khudiram Bose Collage, Machuabazar, Kolkata",1
1298,65183,Kolkata,Mintelaa,2000.0,3.9,20,"Indian,Chinese,Continental","Opposite Icici Bank, Elgin, Kolkata",3
1299,65184,Kolkata,Sonar Tori,1600.0,4.1,100,"Bengali,Indian,Bangladeshi","Bidhannagar, Bidhannagar, Kolkata",2
1300,65188,Kolkata,Best Of Gupta'S,800.0,4.3,50,"Indian,Chinese,Tandoor","Beside Hotel Vip International, Taltala, Kolkata",1
1301,65189,Bangalore,The Chinese Food Company,600.0,4.0,20,"Chinese,Seafood,Pan-Asian,Vietnamese,Malaysian,Singaporean,Thai","Ashok Nagar, Ashok Nagar, Bangalore",1
1302,65221,Mumbai,The Barn Grill,1800.0,4.5,100,American  Continental,"Powai Area, Powai Area, Mumbai",2
1303,65319,Delhi,Muradabadi Biryani,300.0,4.0,100,North Indian,"Vikas Puri, Block Gg1 Vikaspuri, Delhi",1
1304,65404,Surat,Vegji'S,400.0,4.0,100,"Continental,Fast Food,Lebanese,North Indian,Chinese","Tribhuvan Complex Ghod Dod Road, Athwa, Surat",1
1305,65483,Hyderabad,Istah - Shawarma And Biryani,500.0,4.4,1000,"Arabian,Lebanese,Mediterranean,Biryani","Himayath Nagar, Himayath Nagar, Hyderabad",1
1306,65530,Bangalore,Mama Mia!,400.0,2.9,80,"Desserts,Ice Cream","Kumara Park, Seshadripuram, Bangalore",1
1307,65569,Ahmedabad,New Bombay Biryani,320.0,3.8,100,Biryani,"Shahpur, Shahpur, Ahmedabad",1
1308,65758,Ahmedabad,Silver Leaf - Cama Hotel,1200.0,2.9,80,"Indian,Chinese,Continental","Laldarawaja, Khanpur, Ahmedabad",2
1309,65879,Mumbai,Supreme Restaurant,800.0,4.1,100,"Lebanese,Turkish,Arabian,Fast Food,Healthy Food,Beverages","Sakinaka, Saki Naka, Mumbai",1
1310,65912,Surat,Kathi Junction,400.0,4.2,100,"Indian,Mughlai,North Indian,Combo","Safal Square Vesu, Piplod, Surat",1
1311,65921,Hyderabad,Wokstars,800.0,4.2,100,"Asian,Chinese","Near Apollo Hospital Road 92, Film Nagar, Hyderabad",1
1312,65960,Kolkata,New Punjab Khalsa Hindu Hotel,500.0,2.9,80,North Indian,"Jorasanko, Barabazar Market, Kolkata",1
1313,66018,Pune,Baraza Bars & Bites,1400.0,2.9,80,"North Indian,Kebabs,Biryani,Chinese,Continental,Fast Food,Mughlai","Ishanya Mall Yerawada, Yerawada, Pune",2
1314,66119,Mumbai,Freshmenu,500.0,4.1,500,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese,American,Asian,Beverages,Bakery,Biryani,Desserts,Mexican,North Indian,Salads,Pizzas","Opposite To Mahakali Road, Andheri East, Mumbai",1
1315,66166,Surat,Masala Canteen,600.0,4.1,100,"Indian,Chinese","International Business Center, Piplod, Surat",1
1316,66229,Kolkata,Mom'S Breakfast Magic By Adele,600.0,4.5,100,Fast Food  Beverages  Thalis,"Near Milli Primary School, Ballygunge, Kolkata",1
1317,66378,Mumbai,Stars Parade,1400.0,4.4,100,"Indian,Chinese,Thai","Chembur, Chembur, Mumbai",2
1318,66424,Bangalore,Bombay Kulfis,200.0,4.7,100,"North Indian,Desserts,Fast Food","Banashankari Stage I, Basavanagudi, Bangalore",1
1319,66474,Bangalore,Twiststick House,600.0,4.3,100,"Jain,North Indian,Continental,Fast Food,Italian,Beverages,Thai","Vv Puram, Shankarapura, Bangalore",1
1320,66490,Mumbai,Punjab Grill,1800.0,4.3,100,"North Indian,Indian,Biryani,Punjabi,Kebabs,Mughlai,Desserts","Bandra Area, Bandra Area, Mumbai",2
1321,66509,Mumbai,Thotrin Cafe,1000.0,4.4,100,"Indian,Chinese","Santacruz East, Santacruz East, Mumbai",2
1322,66602,Bangalore,J K Fish Land,600.0,4.1,20,"Coastal,Seafood","Basavanagudi, Basavanagudi, Bangalore",1
1323,66666,Hyderabad,Stop N Go,400.0,4.3,100,"Fast Food,Bakery","P & T Officers Colony, Lakdikapul, Hyderabad",1
1324,66936,Hyderabad,Cafe Graffiti Pizzeria,900.0,3.9,50,"Fast Food,Italian,Beverages","Rd Number 12, Banjara Hills, Hyderabad",1
