,ID,City,Restaurant,Average Cost for two,Aggregate rating,Votes,Cuisine,Address,Price Range
187,8040,Kolkata,Second House,1000.0,2.9,80,"North Indian,Chinese,Kebabs,Biryani,Mughlai","Southern Avenue, South Kolkata, Kolkata",2
188,8046,Kolkata,Santa'S Fantasea,2400.0,4.3,100,"Tribal,Seafood,Chinese","Ballygunge Terrace Near Anjali Jewellers Golpark, Gariahat, Kolkata",3
189,8093,Hyderabad,Akson Restaurant,500.0,4.3,1000,"North Indian,Biryani,Kerala","Panjagutta Road, Punjagutta, Hyderabad",1
190,8139,Chennai,Ciclo Cafe,2200.0,4.4,1000,"Continental,Italian,Italian-American","Alwarpet, Kotturpuram, Chennai",3
191,8175,Delhi,Chawla Kitchen,1000.0,3.8,500,"Chinese,Mughlai,Indian,Snacks,Popular Brand Store,Fast Food","Punjabi Bagh, Paschim Vihar, Delhi",2
192,8205,Hyderabad,Taste Of India,1200.0,4.2,20,"North Indian,Chinese,Continental","Habsiguda Main Road, Habsiguda, Hyderabad",2
193,8213,Hyderabad,Crunchy'S,300.0,3.8,20,"Italian,American","Uppal Ring Road, Uppal, Hyderabad",1
194,8241,Bangalore,Paris Panini - French Street Food,900.0,4.4,1000,"French,Street Food","Hal 3Rd Stage, Indiranagar, Bangalore",1
195,8272,Chennai,Ashvita Bistro,1000.0,4.1,20,"Continental,Asian","Alwarpet, Alwarpet, Chennai",2
196,8275,Chennai,Gogo Momo,700.0,4.2,50,Chinese,"Bava Road, Alwarpet, Chennai",1
197,8323,Delhi,Blue Water Grille,1200.0,3.9,100,"North Indian,Chinese,Continental,Fast Food","Punjabi Bagh, Punjabi Bagh, Delhi",2
198,8469,Kolkata,Sheerazi,700.0,4.3,50,"North Indian,Chinese","Kasba, Kasba, Kolkata",1
199,8501,Chennai,Dhabba Express,1000.0,4.0,100,"Punjabi,North Indian,Chinese","Cenotaph Road, Alwarpet, Chennai",2
200,8587,Kolkata,Royal Indian Hotel,900.0,4.3,1000,"North Indian,Biryani,Mughlai","Rabindra Sarani, Barabazar Market, Kolkata",1
201,8687,Kolkata,Urbans Cafe,700.0,4.2,20,"Chinese,Mexican,Continental","Near Balika Shiksha Sadan, Manicktala, Kolkata",1
202,8688,Hyderabad,Friends Shawarma,400.0,4.3,100,Lebanese,"Road No 3, Punjagutta, Hyderabad",1
203,8698,Kolkata,New Paul Dhaba,800.0,3.9,1000,"North Indian,Chinese","Maniktala, Maniktala, Kolkata",1
204,8708,Kolkata,Lazzat,600.0,4.1,100,Chinese,"Pearl Road Lower Range Beck Bagan, Esplanade, Kolkata",1
205,8751,Kolkata,Caafe 360 Degree- Kakurgachi,1000.0,3.9,100,"Italian,Chinese","C.I.T. Road, Kankurgachi, Kolkata",2
206,8766,Bangalore,Beijing Bites,900.0,4.2,500,Chinese,"Richmond Road, Ashok Nagar, Bangalore",1
207,8856,Chennai,Ox & Tomato,1000.0,4.4,50,"Italian,Pizzas,Pastas,Desserts,Continental,Salads","Opp To Ather Bike Showroom, Thousand Lights, Chennai",2
208,8894,Chennai,Fresh Baked Goodness,500.0,4.7,500,Bakery,"Mylapore, Mylapore, Chennai",1
209,8912,Kolkata,Subway,700.0,4.3,500,Fast Food  Healthy Food  Salads  Snacks  Desserts  Beverages,"Park Street, Taltala, Kolkata",1
210,8952,Chennai,Absolute Thai,2800.0,4.4,100,"Thai,Pan-Asian","Teynampet, Alwarpet, Chennai",3
211,9014,Hyderabad,Triple A Bakery,200.0,3.9,100,Italian  Bakery,"West Marredpally Road, West Marredpally, Hyderabad",1
212,9035,Mumbai,Forks And Spoons (Gourmet Chinese & Thai),400.0,4.1,100,"Chinese,Thai,Pan-Asian,Oriental,Beverages,Snacks,Seafood,Mughlai,Tibetan,Combo,European,Turkish,Asian,British,Salads,German","Andheri East, Powaiandheri East, Mumbai",1
213,9052,Mumbai,Subway,700.0,4.4,500,"Fast Food,Salads,Snacks,Desserts,Beverages","Central Plaza Kalina, Santacruz East, Mumbai",1
214,9058,Chennai,Sandy'S,1400.0,4.3,500,"Desserts,Continental","Wallace Garden, Thousand Lights, Chennai",2
215,9098,Chennai,Mexicano Griller,1600.0,3.9,20,"Mexican,Continental","Nungambakkam, Nungambakkam, Chennai",2
216,9104,Bangalore,Rolls On Wheels,600.0,4.3,100,Fast Food,"Cunnigham Road, Vasanth Nagar, Bangalore",1
217,9113,Chennai,Tuscana Pizzeria,2400.0,4.1,50,Italian,"Nugambakkam, Thousand Lights, Chennai",3
218,9121,Chennai,Mamagoto,1800.0,4.3,100,"Chinese,Asian,Pan-Asian,Thai,Oriental","Nugambakkam, Thousand Lights, Chennai",2
219,9127,Chennai,Eatza Pizza,1200.0,4.1,20,"Italian,Pizzas","Nugambakkam, Nungambakkam, Chennai",2
220,9215,Kolkata,Veg Dhaba,200.0,4.0,100,"North Indian,Indian,Combo,Chinese,Healthy Food","Salt Lake, Bidhannagar, Kolkata",1
221,9235,Kolkata,Glace Patisserie,500.0,4.4,100,"Desserts,Bakery,Salads,Continental,Fast Food,Snacks,Pastas","Near Bondel Road Shitala Mandir, Kasba, Kolkata",1
222,9250,Chennai,Bayleaf Otg (On The Go),500.0,4.4,100,"Bengali,North Indian,Biryani,Street Food","Gopalapuram, Gopalapuram, Chennai",1
223,9292,Hyderabad,Food Zone 2,600.0,4.0,500,"Mughlai,Chinese,Tandoor","Guddimmalkapur Road, Murad Nagar, Hyderabad",1
224,9304,Hyderabad,Rayalaseema Ruchulu,900.0,4.0,500,"South Indian,Biryani,Rayalaseema","Lakdikapul, Redhills, Hyderabad",1
225,9317,Mumbai,Food Rush,1100.0,4.0,500,"Mughlai,North Indian,Chinese","Andheri East, Andheri East, Mumbai",2
226,9344,Chennai,King Sandwich,400.0,4.3,100,Fast Food,"Kodambakkam, Vadapalani, Chennai",1
227,9368,Chennai,Sachin Ka Dhabba,1000.0,4.1,50,"Punjabi,North Indian,Chinese","Cenetoph Road, Alwarpet, Chennai",2
228,9371,Pune,Big Daddy'S,500.0,4.1,1000,"Fast Food,American,Italian,Beverages","Nibm Road, Mohammed Wadi, Pune",1
229,9390,Kolkata,Maa Trinayani,400.0,4.2,100,"Mughlai,Indian,Chinese,Biryani","Near Lakhan Kuthir, Garfa, Kolkata",1
230,9415,Bangalore,Smoor,600.0,4.3,100,"Desserts,Asian,Beverages,Bakery,Italian,Continental,Pizzas,Italian-American","1Mg Road, Ashok Nagar, Bangalore",1
231,9454,Pune,Cafe Eastwood,1400.0,4.4,50,"North Indian,Continental","Chintamani Pride Near Citypride, Kothrud, Pune",2
232,9476,Pune,Jazz Pizza,600.0,3.9,20,"Italian,Pizzas,Fast Food","Nibm Road, Kondhwa, Pune",1
233,9502,Chennai,10 Downing Street,2000.0,4.0,20,"Indian,Continental,Tandoor","T- Nagar, T. Nagar, Chennai",3
234,9577,Mumbai,The Bar Stock Exchange,2600.0,2.9,80,"North Indian,Mexican,Continental,Italian","Andheri East, Marol Sakinaka, Mumbai",3
235,9739,Delhi,Mikky Peshawari Chicken & Fish (Since 1998),500.0,4.0,100,"North Indian,Mughlai,Tandoor,Kebabs,Indian,Beverages,Biryani,Punjabi,Seafood,Afghani,Thalis,Combo,Snacks,Barbecue,Home Food,Lucknowi","Nsp, Pitampura, Delhi",1
236,9755,Delhi,Shake Square,500.0,3.9,50,"Ice Cream,Beverages,Fast Food,Italian,Desserts","Jd Block Ashiana Chowk, Pitam Pura, Delhi",1
237,9757,Delhi,Shut Up & Eat,500.0,4.1,100,Indian,"Nsp, Pitam Pura, Delhi",1
238,9777,Kolkata,Koshe Kosha-Hatibagan,1000.0,4.4,100,Bengali,"Near Rupbani Cinema, Near Rupbani Cinema, Kolkata",2
239,9781,Kolkata,Bikers Cafe,2200.0,4.2,100,"Italian,Desserts,Continental","Near Forum Mall, Bhowanipore, Kolkata",3
240,9782,Kolkata,Legacy Of China,800.0,4.1,100,"North Indian,Chinese,Fast Food","Near Sdf Bus Stop, Bidhannagar, Kolkata",1
241,9786,Kolkata,Royal Jade,900.0,4.5,500,Chinese,"Near Siemens, East Kolkata Township, Kolkata",1
242,9850,Chennai,The Marina,3000.0,4.4,100,Seafood,"Nugambakkam, Thousand Lights, Chennai",3
243,9862,Mumbai,Pizza Hut,600.0,3.8,500,"Pizzas,Fast Food","Bkc, Santacruz East, Mumbai",1
244,9883,Chennai,Hotel Pandia'S,800.0,4.2,1000,"Chettinad,North Indian,Chinese,South Indian,Biryani","Vadapalani, Vadapalani, Chennai",1
245,9911,Bangalore,Fresh Pressery Cafe,2000.0,4.2,100,"Italian,Salads,Healthy Food,French","Cbd, Ashok Nagar, Bangalore",3
246,9923,Chennai,Bombay Brasserie,1800.0,4.3,100,Indian,"Nugambakkam, Thousand Lights, Chennai",2
247,9932,Chennai,Kaidi Kitchen,1800.0,4.5,100,"North Indian,Chinese,Mexican,Italian,Thai,Lebanese","Bishop Wallers Avenue, Mylapore, Chennai",2
248,9979,Kolkata,Chopstick - Ballygunge,800.0,3.7,100,Chinese,"South Kolkata, South Kolkata, Kolkata",1
249,9984,Kolkata,Chennai Xpress,600.0,4.1,500,"South Indian,North Indian,Chinese,Beverages","Near Hdfc Bank, Lake Town, Kolkata",1
250,10062,Hyderabad,Kritunga Restaurant,1000.0,4.0,1000,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese","Somajiguda, Somajiguda, Hyderabad",2
251,10085,Hyderabad,Bakers Street,500.0,4.2,500,Bakery  Continental,"Gudimalkatur Road, Murad Nagar, Hyderabad",1
252,10094,Bangalore,Delicacy,800.0,4.2,500,"Chinese,Thai","Cox Town, Pulikeshi Nagar, Bangalore",1
253,10113,Chennai,Coco Jaunt 1728,1000.0,4.3,50,"Bakery,Cafe","4Th Main Road, Anna Nagar, Chennai",2
254,10178,Chennai,Parfait Cakes N Bakes,600.0,3.5,20,"Bakery,Desserts","Manikeshwari Road, Kilpauk, Chennai",1
255,10186,Chennai,Wangs Kitchen,700.0,4.1,100,"Chinese,Fast Food,Asian","Kellys, Kilpauk, Chennai",1
256,10208,Delhi,Burger King,700.0,4.3,1000,"American,Fast Food","D Mall Twin District Center, Rohini, Delhi",1
257,10212,Bangalore,Hotel Tom'S Restaurant,800.0,4.4,100,"Mangalorean,Biryani,Seafood,Chinese,North Indian,Desserts,South Indian,Combo","Brigade Road, Ashok Nagar, Bangalore",1
258,10238,Bangalore,Smoke House Deli,1600.0,4.5,500,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo","Lavelle Road, Ashok Nagar, Bangalore",2
259,10275,Chennai,Kim Ling,1600.0,4.4,500,Chinese,"Teja Tower, Anna Nagar, Chennai",2
260,10285,Delhi,Bombay Indianese Treat,600.0,2.9,80,Chinese,"Prashant Vihar, Rohini, Delhi",1
261,10298,Delhi,Chalte Firte Momos & Special Foods,400.0,3.8,100,"Chinese,Fast Food,North Indian","Sector 7, Sector 7 Rohini, Delhi",1
262,10312,Delhi,Patiala Shahi Chicken Corner,800.0,4.1,100,"North Indian,Beverages","Sector 8, Sector 8 Rohini, Delhi",1
263,10323,Delhi,Subway,700.0,4.1,500,"Fast Food,Salads,Snacks,Desserts,Beverages","Fun City Mall Prashant Vihar, Prashant Vihar Rohini, Delhi",1
264,10327,Delhi,Pooran'S Ambala Wale,500.0,4.0,100,"North Indian,Chinese","Sector 14, Sector 14 Rohini, Delhi",1
265,10336,Delhi,Chit Chat,600.0,4.3,20,"North Indian,Chinese","Dda Market Sector 13, Rohini, Delhi",1
266,10362,Kolkata,Aminia- Hatibagan,1000.0,4.3,1000,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor","Near Northland Nursing Home, Shyam Bazar, Kolkata",2
267,10367,Kolkata,Pizza Hut,700.0,4.1,1000,Fast Food  Pizzas,"Shyambazar (218), Shyam Bazar, Kolkata",1
268,10376,Kolkata,Hanglaatherium,700.0,4.3,500,"Biryani,Indian","Near Sanhati Park, Jodhpur Park, Kolkata",1
269,10389,Delhi,Bombay Bar-Be-Que,800.0,4.2,100,Indian,"Prashant Vihar, Prashant Vihar Rohini, Delhi",1
270,10475,Hyderabad,Urban Munchies,300.0,2.9,80,"Ice Cream,Desserts","Adikmet Vidyanagar, Kachiguda, Hyderabad",1
271,10485,Pune,Rk Pure Veg,600.0,3.8,500,"Mughlai,North Indian,Chinese","Tingre Nagar, Visharant Wadi, Pune",1
272,10502,Pune,Afc American Fried Chicken,600.0,4.0,100,Fast Food,"Vishrantwadi Chowk, Visharant Wadi, Pune",1
273,10522,Kolkata,Flurys Park Street,2000.0,4.5,100,Continental,"Park Street, Park Street Area, Kolkata",3
274,10525,Kolkata,The Wall,2600.0,4.1,100,"Chinese,Seafood,Thai,Japanese","Southern Avenue, Ballygunge, Kolkata",3
275,10537,Chennai,Grill Box,1200.0,4.3,100,"Tandoor,North Indian,Chinese,South Indian","Rk Salai, Mylapore, Chennai",2
276,10549,Mumbai,Brijwasi Sweets Original Since 1946,300.0,4.2,100,"Street Food,Desserts,Sweets","Bkc, Bkc, Mumbai",1
277,10575,Bangalore,Pizza Hut,1200.0,3.8,100,"Pizzas,Fast Food","O'Shngness Road, Langford Gardens, Bangalore",2
278,10601,Kolkata,6 Ballygunge Place Ballygunge,2000.0,4.5,100,Bengali,"Ballygunge, Ballygunge, Kolkata",3
279,10730,Hyderabad,Radisson Blu Plaza Delivery,2400.0,3.7,20,"Chinese,Biryani,North Indian","Road No 6, Banjara Hills, Hyderabad",3
280,10731,Kolkata,Arsalan Park Circus,1400.0,4.3,1000,Biryani  Mughlai  North Indian  Indian  Kebabs  Tandoor  Awadhi,"Near 7 Point Crossing, Near 7 Point Crossing, Kolkata",2
281,10750,Hyderabad,Shahji Ka Dhaba,800.0,4.3,100,"North Indian,Chinese","Veer Nagar, Lakdikapul, Hyderabad",1
282,10806,Mumbai,Gurukripa,1000.0,4.3,100,North Indian  Chinese  Seafood,"Thunga Village, Andheri East, Mumbai",2
283,10834,Chennai,Basil With A Twist,3000.0,4.1,50,"Continental,European,Salads,Italian","Habibullah Road, T. Nagar, Chennai",3
284,10847,Pune,Kaveri,1000.0,4.2,100,"Maharashtrian,Punjabi,Seafood","Market Yard, Gultekdi, Pune",2
285,10852,Pune,Indian Tadka - Taste Punjab Da,600.0,3.9,500,"North Indian,Indian,Biryani,Chinese,Punjabi","S.No. 181, Hadapsar, Pune",1
286,10855,Kolkata,Wise Owl Steak House,2000.0,4.0,50,"Continental,European","Purna Das Road Hindustan Park, Ballygunge, Kolkata",3
287,10951,Mumbai,Hanuman Restaurant,1400.0,4.5,100,"Street Food,North Indian,Chinese,South Indian,Fast Food","Near Cinemax, Mumbai, Mumbai",2
288,10972,Mumbai,Cocoon - Dragonfly Hotel,800.0,4.4,20,North Indian  Chinese,"Chakala, Andheri East, Mumbai",1
289,11043,Chennai,Truly Scrumptious,700.0,4.5,50,"Ice Cream,Desserts,Bakery","Ra Puram, Alwarpet, Chennai",1
290,11051,Chennai,Midnight Masala,600.0,3.8,50,"North Indian,Chinese,Biryani","Arcot Road, Kodambakkam, Chennai",1
291,11092,Hyderabad,Karachi Bakery Banjara,400.0,4.1,1000,"Bakery,Pizzas,Snacks,Chinese,Italian,American,Sweets,Desserts,Beverages","Road No 1, Banjara Hills, Hyderabad",1
292,11162,Hyderabad,Desi Pizza,400.0,3.9,20,Pizzas,"P And T Colony Road, Dilsukhnagar, Hyderabad",1
293,11188,Pune,Khushboo,1000.0,4.3,50,"North Indian,Chinese,Fast Food","Kondhwa, Bibwewadi, Pune",2
294,11316,Chennai,Mainland China,1700.0,4.3,500,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts","5Th Avenue, Anna Nagar, Chennai",2
295,11322,Chennai,Kairali Kerala Mess,400.0,4.1,500,Kerala,"Voc Main Road, Kodambakkam, Chennai",1
296,11510,Mumbai,Cairo Grill,800.0,3.8,20,Lebanese  Middle Eastern,"3Rd Road, Khar West, Mumbai",1
297,11553,Hyderabad,Suruchi - The Family Restaurant,1000.0,4.2,500,"Biryani,North Indian,Chinese","Habsiguda Circle, Habsiguda, Hyderabad",2
298,11615,Kolkata,The 6 Russell Street,600.0,3.8,500,"Street Food,Chinese","Near Maidan Metro Station, Park Street Area, Kolkata",1
299,11723,Chennai,Swiss Hutte,2400.0,2.9,80,"Mediterranean,Seafood,Thai","Greams Road, Gandhi Nagar, Chennai",3
300,11834,Delhi,Grillz N Gravy,1000.0,2.9,80,"Chinese,Mughlai,Indian","Club Road, Punjabi Bagh, Delhi",2
301,11858,Kolkata,The Corner Courtyard,2200.0,3.6,20,"Italian,Continental","Sarat Bose Road Near Hazra, Ballygunge, Kolkata",3
302,11929,Mumbai,Blisss,600.0,4.3,100,Desserts  Fast Food  Bakery,"Central Avenue Road, Chembur, Mumbai",1
303,11941,Mumbai,The Golden Wok,2400.0,4.2,50,"Chinese,Seafood","Sion Trombay Road, Chembur, Mumbai",3
304,11943,Mumbai,Singh Saab,1200.0,4.1,1000,"North Indian,Chinese,Biryani,Punjabi,Desserts,Pan-Asian,Tandoor,Combo,Beverages,Indian,Grill","Rc Marg, Chembur, Mumbai",2
305,12020,Delhi,U.S. Burger Point,400.0,3.7,50,Italian,"Near Himalya Public School Sector 7, Sector 11 Rohini, Delhi",1
306,12046,Hyderabad,Subway,700.0,4.3,500,"Fast Food,Salads,Snacks,Desserts,Beverages","Himayath Nagar Road, Himayatnagar, Hyderabad",1
307,12054,Pune,The Garage Grill,800.0,4.3,100,"Mughlai,Street Food","Salunkhe Vihar Road, Wanowrie, Pune",1
308,12181,Pune,Coconut Grove,2000.0,2.9,80,"Chettinad,North Indian,Mangalorean,Seafood","Ambedkar Bhavan Station Road, Kasba Peth, Pune",3
309,12401,Bangalore,Portland Steak House,3000.0,4.1,50,"American,European","Off Mg Road, Ashok Nagar, Bangalore",3
310,12434,Mumbai,J.J Jalebi,200.0,3.6,500,"Desserts,Sweets","Lbs Marg, Mumbai, Mumbai",1
311,12457,Kolkata,Flavours Of China,2000.0,4.5,100,"North Indian,Chinese","Park Street, Park Street Area, Kolkata",3
312,12458,Kolkata,One Step Up,1600.0,4.6,100,Continental,"Park Street, Park Street Area, Kolkata",2
313,12468,Chennai,The Brew Room,1400.0,4.7,50,Continental,"Rk Salai, Mylapore, Chennai",2
314,12614,Chennai,Hotel Millath,700.0,4.4,100,"Chinese,South Indian","West Cott Road, Royapettah, Chennai",1
315,12624,Chennai,Amadora Gourmet Ice Creams,600.0,4.7,500,"Ice Cream,Desserts","Wallace Garden, Thousand Lights, Chennai",1
316,12785,Delhi,Pind Balluchi,800.0,3.8,100,"Mughlai,North Indian","Metro Walk Mall, Sector 10 Rohini, Delhi",1
317,12952,Kolkata,Zeeshan Park Circus,800.0,4.1,500,"Desserts,Mughlai,Indian,Tandoor","Near 7 Point Crossing, Ballygunge, Kolkata",1
318,12953,Kolkata,Food Station College Street,1000.0,4.5,50,Indian  Chinese  South Indian  Continental,"Opp. Medical College Gate No. 1, College Square, Kolkata",2
319,13008,Chennai,Pantry D'Or,1700.0,4.2,100,"Italian,Continental","6Th Avenue Main Road, Anna Nagar, Chennai",2
320,13079,Delhi,Chawla'S (Shalimar Bagh),800.0,4.2,50,"North Indian,Chinese","Bt Market Opp. Axis Bank, Shalimar Bagh, Delhi",1
321,13103,Delhi,Berco'S,1200.0,4.1,100,"Chinese,Thai,Asian,Beverages,Desserts,Oriental,Seafood,Pan-Asian","Metro Walk Mall, Sector 10 Rohini, Delhi",2
322,13179,Hyderabad,Kritunga Restaurant,1000.0,4.0,1000,"Biryani,Andhra,Rayalaseema,South Indian,North Indian,Chinese","Dilsukhnagar Main Road, Kothapet, Hyderabad",2
323,13219,Bangalore,Bistro Oui,1600.0,4.2,100,Continental,"5Th Block, Koramangala, Bangalore",2
324,13320,Chennai,Kumarakom,900.0,4.3,500,"North Indian,Chinese,Kerala","Parsn Complex, Nungambakkam, Chennai",1
325,13434,Hyderabad,Cafe 555 & Aqeeq Restaurant,600.0,3.9,5000,"Biryani,North Indian,Chinese","Owaisi Pura, Masab Tank, Hyderabad",1
326,13488,Chennai,Frootster,300.0,4.1,100,"Healthy Food,Fast Food,Beverages","Cp Ramasaway, Alwarpet, Chennai",1
327,13500,Chennai,Mandarin Chinese Restaurant,700.0,4.0,500,Chinese,"Gopalapuram, Gopalapuram, Chennai",1
328,13506,Chennai,Rangi'S,1000.0,4.3,100,Chinese,"Nungumbakkam, Thousand Lights, Chennai",2
329,13552,Hyderabad,Shadab Go,1000.0,4.1,1000,"North Indian,Biryani,Chinese","Road No 3, Banjara Hills, Hyderabad",2
330,13571,Kolkata,Haji Saheb Park Circus,1600.0,4.2,500,"Mughlai,North Indian,Chinese","Near Park Circus 7 Point Crossing, Ballygunge, Kolkata",2
331,13578,Kolkata,The Sonnet,2400.0,2.9,80,"Indian,Chinese,Continental","Near Isl Hospital, Bidhannagar, Kolkata",3
332,13713,Chennai,Little Italy,2400.0,4.3,500,"Pizzas,Salads,Combo,Italian,Mexican,Desserts,Beverages","Wallace Garden, Thousand Lights, Chennai",3
333,13806,Mumbai,Mr. Chows,1600.0,4.4,100,"Chinese,Asian,Thai,Seafood","Bkc, Santacruz East, Mumbai",2
334,13940,Hyderabad,Eagles Pizza,300.0,3.7,500,Pizzas,"Himayathnagar Road, Himayatnagar, Hyderabad",1
335,14002,Bangalore,Five Star Chicken,600.0,4.3,50,Biryani,"Jayamahal Extension, Jayamahal, Bangalore",1
336,14017,Chennai,Haagen Dazs,1000.0,4.2,50,"Ice Cream,Desserts","Palavakkam, Thousand Lights, Chennai",2
337,14107,Chennai,Cafe De Paris,1000.0,2.9,80,Continental,"Alwarpet, Alwarpet, Chennai",2
338,14108,Chennai,Sushi In A Box,3000.0,4.4,100,Japanese,"Alwarpet, Alwarpet, Chennai",3
339,14133,Kolkata,New Punjabi Hotel Ajanta,600.0,4.2,1000,"North Indian,Chinese","Opp Ajanta Cinema, New Alipore, Kolkata",1
340,14160,Pune,Shee Chinese,800.0,4.3,100,"Chinese,Asian,Thai","Kubera Park Lullanagar, Kondhwa, Pune",1
341,14333,Mumbai,Cafe Coffee Day,600.0,3.9,50,Beverages  Snacks  Desserts,"Gokul Regency, Andheri East, Mumbai",1
342,14725,Chennai,Le Wrap Factorie,400.0,4.4,20,"Mexican,Continental","Chetpet, Chetpet, Chennai",1
343,14894,Hyderabad,Rk Sweets And Juices,400.0,4.2,50,Sweets  Desserts  Bakery  Beverages,"Madhuranagar, Madhura Nagar, Hyderabad",1
344,14920,Chennai,Pedreno'S,2000.0,4.1,20,"Italian,Italian-American,American","Rk Salai, Mylapore, Chennai",3
345,14941,Chennai,Cafe Toastie Express,500.0,4.2,20,Fast Food,"Nelson Manickam Road, Aminjikarai, Chennai",1
346,15012,Kolkata,The Pind Punjabi Dhaba,1000.0,4.3,500,"Punjabi,North Indian,Tandoor,Biryani,Combo","Near Reiance Fresh, Lake Town, Kolkata",2
347,15071,Pune,The Fat And The Sexy Chef,1000.0,3.9,20,"American,Mexican","Kedari Petrol Pump, Wanowrie, Pune",2
348,15083,Pune,The Bohemian Kitchen,600.0,4.5,100,"American,Italian,Fast Food","Opposite Water Tank Tempo Chowk Wadgaon Sheri, Wadgaon Sheri, Pune",1
349,15089,Pune,One Way Paratha,500.0,4.3,100,"North Indian,Fast Food","Dahanukar Colony, Anand Nagar, Pune",1
350,15092,Pune,Pizza & Soup,1000.0,2.9,80,"Italian,Pizzas,Fast Food","Anand Nagar, Anand Nagar, Pune",2
351,15121,Pune,Sudit Su'S Chinese,700.0,4.0,100,Chinese,"Dahanukar Colony, Kothrud, Pune",1
352,15234,Delhi,Hong Kong Express,900.0,4.3,100,"Chinese,Thai","Avtar Enclave Paschim Vihar, Paschim Vihar, Delhi",1
353,15265,Kolkata,Bake O Cake,800.0,4.2,100,"Bakery,Continental,Fast Food,Desserts","Subhash Sarovar Park, Beleghata, Kolkata",1
354,15268,Kolkata,The Country House,1000.0,4.3,100,Continental  Italian  Fast Food  Beverages  Desserts,"Near Forum Mall, Bhowanipore, Kolkata",2
355,15287,Mumbai,Punjab Depot,498.0,3.9,1000,"North Indian,Tandoor,Mughlai,Biryani,Snacks,Desserts,Beverages,Combo","Marolsakinaka, Andheri East, Mumbai",1
356,15367,Mumbai,Art House - The Fern Residency,1600.0,2.9,80,Chinese  North Indian  Continental  Pan-Asian  Italian  American  Tandoor  Fast Food  Desserts,"Chembur, Chembur, Mumbai",2
357,15372,Mumbai,Central Peninsula,800.0,4.4,100,"North Indian,Chinese,South Indian","Sion Circle, Sion, Mumbai",1
358,15409,Kolkata,Noodle Oodle,1200.0,4.1,100,Chinese,"Opposite Diamond Plaza Mall, Dum Dum, Kolkata",2
359,15420,Kolkata,Handa'S Restaurant,600.0,3.0,20,Indian  Chinese  Fast Food,"Near Park Clinic, Elgin, Kolkata",1
360,15553,Chennai,Anjappar,1200.0,4.0,50,"North Indian,Chinese,Chettinad,South Indian,Seafood","Egmore, Poongavanapuram, Chennai",2
361,15567,Chennai,Ponnusamy Hotel,1200.0,4.2,100,"Biryani,South Indian,Tandoor","Ethiraj Salai, Egmore, Chennai",2
362,15617,Pune,Exotica,2200.0,4.1,20,"North Indian,Chinese,Mediterranean,Continental","Yerawada, Yerawada, Pune",3
363,15666,Delhi,Behrouz Biryani,1000.0,4.2,500,"Biryani,Mughlai,Lucknowi,Hyderabadi,Kebabs,North Indian,Persian,Desserts","Sector 8, Rohini, Delhi",2
364,15706,Kolkata,Oasis,1800.0,4.3,20,"Indian,Chinese,Continental","Near Park Hotel, Park Street Area, Kolkata",2
365,15794,Mumbai,Hazara Restaurant & Bar,1200.0,4.0,20,Mughlai  North Indian  Chinese  Seafood,"Koliwada, Sion, Mumbai",2
366,15837,Mumbai,Pizzaexpress,2000.0,4.2,100,"Pizzas,Pastas,Italian,European,Salads,Continental,Desserts,Beverages","Bandra Area, Bandra Area, Mumbai",3
367,15846,Delhi,Faasos,400.0,4.1,100,"Combo,Snacks,Beverages,Desserts,Indian","Sector 8, Rohini, Delhi",1
368,15923,Chennai,Cafe Chef'S Paradise,900.0,4.2,20,"Italian,Chinese,Continental,Indian","Choolaimedu, Choolaimedu, Chennai",1
369,15955,Pune,Hotel Malwani Solkadi,1000.0,2.9,80,Maharashtrian,"Off Tilak Road, Sadashiv Peth, Pune",2
